序号,主修专业,GPA分段,挂科门数,奖学金级别,四六级成绩,计算机等级,双学位辅修,实习类型,实习企业规模,实习岗位相关性,岗位类型,岗位名称,起薪
1940,计算机科学与技术,3.5+,0,省奖,514 (通过),三级,无,日常实习,独角兽企业,完全相关,技术岗,数据分析师,14000
1941,通信工程,3.0-3.5,0,无,508 (通过),三级,无,毕业实习,研究院所,完全相关,技术岗,自动化控制师,11500
1942,法学,3.0-3.5,0,无,486 (通过),一级,无,日常实习,自由职业,部分相关,非技术岗,行政助理,8000
1943,人工智能,3.5+,0,省奖,484 (通过),三级,电子工程,日常实习,独角兽企业,部分相关,技术岗,系统架构师,14000
1944,土木工程,2.0-3.0,0,无,398 (未通过),二级,工商管理,日常实习,民营企业,完全相关,技术岗,材料研发员,10500
1945,人工智能,2.0-3.0,0,无,506 (通过),四级,无,暑期实习,世界500强,完全相关,非技术岗,IT项目经理,15500
1946,软件工程,3.5+,0,校奖,565 (通过),三级,无,暑期实习,独角兽企业,部分相关,非技术岗,IT项目经理,13500
1947,信息安全,2.0-3.0,0,无,442 (通过),三级,金融学,日常实习,世界500强,完全相关,非技术岗,产品经理,14500
1948,自动化,3.5+,0,校奖,645 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,电子工程师,12500
1949,英语,2.0-3.0,0,无,408 (未通过),无,经济学,暑期实习,传媒机构,完全相关,非技术岗,内容运营,7000
1950,人工智能,2.0-3.0,1,无,487 (通过),四级,无,暑期实习,独角兽企业,完全相关,非技术岗,产品经理,12500
1951,信息安全,3.0-3.5,0,无,399 (未通过),三级,无,日常实习,上市科技公司,完全相关,技术岗,数据分析师,12000
1952,会计学,3.0-3.5,0,无,516 (通过),二级,无,暑期实习,创业公司,完全相关,非技术岗,市场营销专员,10500
1953,电子工程,3.0-3.5,0,无,528 (通过),二级,无,日常实习,研究院所,完全相关,技术岗,电子工程师,12000
1954,软件工程,3.0-3.5,0,无,442 (通过),三级,无,日常实习,独角兽企业,完全相关,技术岗,软件开发工程师,14000
1955,自动化,3.0-3.5,0,无,448 (通过),二级,无,日常实习,研究院所,部分相关,技术岗,通信工程师,12500
1956,信息安全,3.5+,0,省奖,599 (通过),三级,无,毕业实习,中小型企业,完全相关,技术岗,数据分析师,16000
1957,信息安全,2.0-3.0,0,无,360 (未通过),三级,电子工程,日常实习,独角兽企业,部分相关,技术岗,软件开发工程师,14000
1958,信息安全,3.0-3.5,0,无,493 (通过),三级,数学,暑期实习,中小型企业,无关,非技术岗,技术销售,13000
1959,人工智能,3.5+,0,无,498 (通过),四级,无,毕业实习,中小型企业,完全相关,非技术岗,产品经理,14500
1960,市场营销,2.0-3.0,0,无,515 (通过),无,无,暑期实习,四大会计师事务所,完全相关,非技术岗,HRBP,10500
1961,工商管理,2.0-3.0,0,无,457 (通过),二级,无,毕业实习,创业公司,无关,非技术岗,HRBP,10500
1962,人工智能,2.0-3.0,0,无,473 (通过),四级,无,日常实习,上市科技公司,无关,非技术岗,产品经理,14500
1963,市场营销,2.0-3.0,1,无,334 (未通过),二级,无,暑期实习,四大会计师事务所,部分相关,技术岗,财务分析师,10500
1964,电子工程,3.5+,0,校奖,608 (通过),二级,无,日常实习,研究院所,部分相关,技术岗,通信工程师,11500
1965,计算机科学与技术,2.0-3.0,2,无,355 (未通过),三级,无,暑期实习,世界500强,部分相关,技术岗,算法工程师,14500
1966,通信工程,3.0-3.5,0,无,492 (通过),二级,无,日常实习,行业龙头,无关,技术岗,电子工程师,12000
1967,法学,2.0-3.0,0,无,389 (未通过),无,无,日常实习,教育机构,部分相关,技术岗,其他,7500
1968,软件工程,3.5+,0,校奖,557 (通过),三级,无,毕业实习,独角兽企业,无关,技术岗,系统架构师,13000
1969,通信工程,3.0-3.5,0,无,556 (通过),二级,无,暑期实习,中小型企业,部分相关,技术岗,自动化控制师,12000
1970,人工智能,3.5+,0,无,555 (通过),三级,无,暑期实习,独角兽企业,完全相关,非技术岗,产品经理,14500
1971,信息安全,3.0-3.5,0,无,449 (通过),三级,金融学,毕业实习,独角兽企业,完全相关,技术岗,算法工程师,14000
1972,电子工程,3.0-3.5,0,无,512 (通过),二级,无,日常实习,行业龙头,完全相关,技术岗,电子工程师,12500
1973,信息安全,3.0-3.5,0,无,580 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,软件开发工程师,12500
1974,人工智能,3.5+,0,省奖,584 (通过),四级,数学,日常实习,上市科技公司,完全相关,技术岗,系统架构师,14500
1975,材料工程,3.0-3.5,0,无,461 (通过),三级,无,毕业实习,国企,完全相关,技术岗,材料研发员,10000
1976,市场营销,2.0-3.0,0,无,433 (通过),二级,无,毕业实习,四大会计师事务所,完全相关,技术岗,量化研究员,10000
1977,市场营销,3.5+,0,无,510 (通过),二级,无,日常实习,创业公司,完全相关,非技术岗,HRBP,11000
1978,市场营销,3.0-3.5,0,无,531 (通过),无,无,日常实习,金融机构,完全相关,非技术岗,HRBP,12000
1979,机械工程,3.0-3.5,0,无,503 (通过),二级,无,日常实习,央企,完全相关,技术岗,机械设计师,11000
1980,新闻学,2.0-3.0,0,无,308 (未通过),无,无,毕业实习,教育机构,完全相关,技术岗,其他,7500
1981,工商管理,2.0-3.0,0,无,300 (未通过),二级,无,日常实习,创业公司,部分相关,技术岗,量化研究员,10000
1982,计算机科学与技术,2.0-3.0,0,无,413 (未通过),四级,无,日常实习,独角兽企业,部分相关,技术岗,软件开发工程师,12000
1983,软件工程,3.0-3.5,0,无,510 (通过),三级,无,毕业实习,独角兽企业,完全相关,技术岗,软件开发工程师,13000
1984,材料工程,3.0-3.5,0,省奖,496 (通过),二级,无,暑期实习,民营企业,部分相关,技术岗,机械设计师,10000
1985,信息安全,3.0-3.5,0,省奖,447 (通过),三级,无,暑期实习,中小型企业,无关,非技术岗,产品经理,13000
1986,电子工程,3.0-3.5,0,无,493 (通过),三级,无,暑期实习,央企,完全相关,技术岗,通信工程师,12500
1987,市场营销,2.0-3.0,0,无,349 (未通过),无,心理学,暑期实习,四大会计师事务所,完全相关,非技术岗,市场营销专员,11000
1988,材料工程,3.5+,0,国奖,658 (通过),三级,无,暑期实习,央企,完全相关,技术岗,材料研发员,10500
1989,软件工程,3.5+,0,无,485 (通过),三级,数学,日常实习,世界500强,完全相关,技术岗,算法工程师,15500
1990,自动化,3.5+,0,无,454 (通过),三级,无,暑期实习,研究院所,部分相关,技术岗,通信工程师,12000
1991,计算机科学与技术,2.0-3.0,1,无,351 (未通过),三级,无,日常实习,世界500强,完全相关,技术岗,数据分析师,14000
1992,土木工程,3.0-3.5,0,无,409 (未通过),二级,计算机科学,毕业实习,国企,完全相关,技术岗,机械设计师,10000
1993,人工智能,2.0-3.0,0,无,420 (未通过),三级,无,毕业实习,上市科技公司,无关,非技术岗,产品经理,13500
1994,会计学,3.0-3.5,0,无,483 (通过),二级,无,毕业实习,金融机构,完全相关,技术岗,财务分析师,11000
1995,计算机科学与技术,3.0-3.5,0,无,510 (通过),四级,无,暑期实习,独角兽企业,完全相关,技术岗,数据分析师,14000
1996,电子工程,3.5+,0,省奖,548 (通过),三级,无,暑期实习,央企,部分相关,非技术岗,项目协调员,12500
1997,软件工程,3.5+,0,校奖,616 (通过),三级,无,毕业实习,世界500强,完全相关,技术岗,系统架构师,15500
1998,土木工程,3.0-3.5,0,无,403 (未通过),二级,工商管理,毕业实习,国企,部分相关,技术岗,材料研发员,10500
1999,工商管理,2.0-3.0,1,无,373 (未通过),二级,无,暑期实习,四大会计师事务所,部分相关,技术岗,量化研究员,11000
2000,法学,3.5+,0,校奖,607 (通过),无,无,暑期实习,传媒机构,部分相关,非技术岗,内容运营,8000
2001,人工智能,2.0-3.0,1,无,440 (通过),三级,无,暑期实习,上市科技公司,部分相关,技术岗,算法工程师,13500
2002,市场营销,2.0-3.0,2,无,431 (通过),二级,无,毕业实习,四大会计师事务所,完全相关,技术岗,量化研究员,10500
2003,人工智能,3.5+,0,校奖,602 (通过),三级,电子工程,暑期实习,上市科技公司,完全相关,技术岗,软件开发工程师,13000
2004,计算机科学与技术,3.0-3.5,0,无,409 (未通过),四级,无,毕业实习,世界500强,完全相关,技术岗,数据分析师,15500
2005,土木工程,3.0-3.5,0,无,440 (通过),二级,无,日常实习,外企,完全相关,非技术岗,生产主管,9000
2006,会计学,3.0-3.5,0,无,483 (通过),二级,无,暑期实习,四大会计师事务所,无关,技术岗,量化研究员,10500
2007,法学,2.0-3.0,1,无,440 (通过),无,无,日常实习,教育机构,完全相关,非技术岗,教育培训,8000
2008,土木工程,3.0-3.5,0,无,478 (通过),二级,无,日常实习,央企,无关,技术岗,材料研发员,11000
2009,土木工程,3.5+,0,校奖,543 (通过),二级,无,日常实习,民营企业,部分相关,技术岗,结构工程师,10000
2010,机械工程,3.5+,0,省奖,590 (通过),二级,无,暑期实习,国企,完全相关,技术岗,结构工程师,10500
2011,汉语言文学,2.0-3.0,0,无,519 (通过),无,无,日常实习,教育机构,部分相关,技术岗,其他,8000
2012,人工智能,3.5+,0,校奖,503 (通过),四级,无,毕业实习,中小型企业,完全相关,技术岗,数据分析师,15500
2013,计算机科学与技术,3.5+,0,国奖,645 (通过),三级,无,暑期实习,中小型企业,完全相关,非技术岗,IT项目经理,14500
2014,电子工程,3.5+,0,无,552 (通过),三级,无,毕业实习,行业龙头,完全相关,非技术岗,技术顾问,11500
2015,电子工程,3.0-3.5,0,无,407 (未通过),三级,无,毕业实习,中小型企业,完全相关,非技术岗,项目协调员,10500
2016,软件工程,2.0-3.0,0,无,442 (通过),三级,无,毕业实习,独角兽企业,完全相关,技术岗,算法工程师,13500
2017,机械工程,3.5+,0,校奖,606 (通过),三级,无,毕业实习,国企,完全相关,技术岗,材料研发员,11000
2018,计算机科学与技术,2.0-3.0,0,无,433 (通过),三级,无,暑期实习,世界500强,完全相关,技术岗,算法工程师,15000
2019,自动化,3.0-3.5,0,无,489 (通过),三级,无,暑期实习,研究院所,部分相关,非技术岗,项目协调员,11500
2020,土木工程,3.0-3.5,0,无,518 (通过),二级,无,日常实习,央企,完全相关,技术岗,机械设计师,9500
2021,自动化,3.0-3.5,0,无,432 (通过),三级,无,暑期实习,行业龙头,完全相关,技术岗,自动化控制师,11500
2022,土木工程,3.0-3.5,0,无,454 (通过),三级,无,暑期实习,民营企业,部分相关,技术岗,材料研发员,10000
2023,自动化,3.0-3.5,0,无,409 (未通过),三级,无,日常实习,中小型企业,完全相关,技术岗,自动化控制师,12000
2024,市场营销,3.0-3.5,0,校奖,532 (通过),无,无,日常实习,四大会计师事务所,部分相关,非技术岗,市场营销专员,10500
2025,汉语言文学,2.0-3.0,0,无,445 (通过),一级,无,暑期实习,传媒机构,完全相关,技术岗,其他,8000
2026,电子工程,2.0-3.0,0,无,477 (通过),三级,无,毕业实习,行业龙头,完全相关,技术岗,自动化控制师,11500
2027,会计学,2.0-3.0,0,无,473 (通过),二级,无,毕业实习,创业公司,无关,非技术岗,HRBP,11000
2028,信息安全,3.0-3.5,0,无,560 (通过),三级,无,日常实习,上市科技公司,完全相关,技术岗,软件开发工程师,14000
2029,自动化,3.5+,0,省奖,593 (通过),二级,无,日常实习,研究院所,完全相关,技术岗,自动化控制师,12500
2030,软件工程,2.0-3.0,0,无,398 (未通过),三级,金融学,暑期实习,上市科技公司,完全相关,非技术岗,产品经理,14000
2031,通信工程,3.0-3.5,0,校奖,455 (通过),二级,无,暑期实习,行业龙头,完全相关,非技术岗,技术顾问,11500
2032,自动化,3.5+,0,省奖,633 (通过),二级,无,暑期实习,研究院所,完全相关,非技术岗,项目协调员,13000
2033,通信工程,3.0-3.5,0,无,427 (通过),二级,无,毕业实习,行业龙头,完全相关,非技术岗,项目协调员,11000
2034,电子工程,3.0-3.5,0,无,569 (通过),三级,无,毕业实习,行业龙头,完全相关,技术岗,通信工程师,12000
2035,汉语言文学,3.5+,0,省奖,467 (通过),无,无,毕业实习,教育机构,完全相关,技术岗,其他,8000
2036,机械工程,3.0-3.5,0,无,460 (通过),二级,计算机科学,毕业实习,民营企业,完全相关,技术岗,材料研发员,10500
2037,市场营销,2.0-3.0,1,无,487 (通过),无,无,日常实习,外资企业,完全相关,技术岗,财务分析师,12000
2038,汉语言文学,3.0-3.5,0,无,498 (通过),无,无,日常实习,传媒机构,部分相关,技术岗,其他,8000
2039,市场营销,2.0-3.0,1,无,401 (未通过),二级,无,毕业实习,四大会计师事务所,部分相关,非技术岗,市场营销专员,11500
2040,新闻学,3.5+,0,省奖,566 (通过),无,经济学,日常实习,传媒机构,完全相关,技术岗,其他,8000
2041,软件工程,3.5+,0,校奖,476 (通过),三级,无,日常实习,中小型企业,完全相关,技术岗,数据分析师,15500
2042,通信工程,3.0-3.5,0,省奖,443 (通过),二级,无,毕业实习,央企,完全相关,技术岗,通信工程师,12000
2043,信息安全,2.0-3.0,0,无,417 (未通过),三级,无,毕业实习,中小型企业,完全相关,技术岗,软件开发工程师,14000
2044,自动化,2.0-3.0,0,无,445 (通过),二级,无,毕业实习,研究院所,完全相关,技术岗,自动化控制师,12000
2045,信息安全,3.5+,0,无,619 (通过),四级,金融学,日常实习,独角兽企业,完全相关,技术岗,算法工程师,14500
2046,法学,3.0-3.5,0,无,536 (通过),无,无,暑期实习,传媒机构,部分相关,技术岗,其他,7500
2047,信息安全,2.0-3.0,0,无,368 (未通过),三级,数学,暑期实习,上市科技公司,部分相关,非技术岗,产品经理,13000
2048,市场营销,3.0-3.5,0,无,523 (通过),二级,无,毕业实习,外资企业,部分相关,非技术岗,市场营销专员,12000
2049,工商管理,3.0-3.5,0,无,414 (未通过),二级,心理学,暑期实习,四大会计师事务所,部分相关,技术岗,财务分析师,10500
2050,信息安全,3.0-3.5,0,无,479 (通过),三级,无,日常实习,世界500强,完全相关,技术岗,算法工程师,15000
2051,计算机科学与技术,3.0-3.5,0,无,569 (通过),四级,无,日常实习,世界500强,完全相关,非技术岗,技术销售,14000
2052,信息安全,3.0-3.5,0,无,414 (未通过),三级,无,毕业实习,独角兽企业,完全相关,技术岗,数据分析师,13500
2053,软件工程,2.0-3.0,1,无,374 (未通过),三级,无,日常实习,独角兽企业,完全相关,技术岗,算法工程师,13500
2054,土木工程,2.0-3.0,0,无,409 (未通过),三级,无,毕业实习,民营企业,完全相关,技术岗,结构工程师,10000
2055,通信工程,3.5+,0,省奖,548 (通过),三级,无,日常实习,行业龙头,完全相关,技术岗,通信工程师,13000
2056,计算机科学与技术,3.0-3.5,0,无,586 (通过),三级,无,毕业实习,上市科技公司,完全相关,非技术岗,产品经理,13500
2057,新闻学,3.5+,0,国奖,545 (通过),无,经济学,日常实习,事业单位,部分相关,非技术岗,行政助理,8500
2058,机械工程,2.0-3.0,0,无,310 (未通过),二级,无,暑期实习,国企,部分相关,非技术岗,质量检测员,9500
2059,市场营销,3.5+,0,省奖,571 (通过),无,无,毕业实习,外资企业,完全相关,非技术岗,供应链管理,11500
